price_ori,item_rating,price_actual,total_rating,total_sold,favorite,Type of product,Type of product_2,date_date,from,to,fees
13.5,5.0,13.5,444.0,1100.0,212.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
8.9,5.0,8.9,574.0,1100.0,58.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
20.0,5.0,20.0,25.0,68.0,19.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
20.5,5.0,20.5,53.0,121.0,14.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
15.0,5.0,8.84,88.0,239.0,15.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
18.0,4.9,8.79,83.0,135.0,42.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
10.4,4.9,10.4,101.0,234.0,30.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
7.33,4.9,7.33,155.0,298.0,68.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
17.8,5.0,17.8,57.0,134.0,14.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
11.9,4.9,11.31,244.0,603.0,135.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
24.0,5.0,18.0,57.0,137.0,13.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
8.15,5.0,8.15,54.0,89.0,41.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
20.0,5.0,6.66,482.0,1400.0,160.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
6.99,5.0,6.99,1200.0,2200.0,220.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
24.0,5.0,24.0,36.0,91.0,7.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
6.9,4.9,6.9,209.0,685.0,93.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
7.98,5.0,7.98,231.0,406.0,74.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
10.8,5.0,8.98,211.0,493.0,115.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
5.0,4.9,5.0,65.0,277.0,15.0,baby & toys,boys fashion,2020-11-23,local,kuala lumpur,0.0
13.99,5.0,8.95,1.0,3.0,4.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
240.0,4.8,240.0,27.0,79.0,59.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
18.99,4.8,18.99,13.0,23.0,29.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
33.0,5.0,33.0,2.0,3.0,6.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.63
30.0,5.0,30.0,2.0,3.0,1.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
1.0,5.0,1.0,6.0,55.0,13.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
8.9,5.0,8.9,6.0,14.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
5.38,4.8,5.38,13.0,57.0,14.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
70.0,5.0,40.0,1.0,3.0,2.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.505
49.0,5.0,49.0,2.0,2.0,6.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.63
21.85,5.0,6.5,3.0,8.0,5.0,watches,watch accessories,2020-11-23,local,kuala lumpur,6.5
10.0,4.8,10.0,33.0,47.0,31.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
98.0,5.0,98.0,26.0,36.0,114.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
69.0,5.0,19.0,3.0,5.0,1.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
169.0,4.7,169.0,21.0,43.0,23.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
4.0,5.0,4.0,6.0,29.0,1.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
46.8,5.0,33.7,3.0,6.0,10.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
43.27,5.0,43.27,3.0,4.0,7.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
6.53,5.0,6.53,8.0,42.0,6.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
85.0,5.0,85.0,6.0,8.0,18.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.63
22.99,4.7,20.69,15.0,28.0,17.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
8.0,5.0,8.0,4.0,9.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
235.0,5.0,235.0,1.0,1.0,2.0,watches,watch accessories,2020-11-23,local,kuala lumpur,5.0
18.0,4.3,12.6,11.0,22.0,13.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
29.0,4.9,29.0,24.0,45.0,6.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
178.0,5.0,163.76,1.0,1.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
21.9,4.8,8.76,23.0,34.0,23.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
19.0,5.0,19.0,4.0,6.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
115.0,5.0,103.0,8.0,11.0,16.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
16.15,4.5,11.31,2.0,6.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
41.0,5.0,41.0,3.0,5.0,5.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
33.0,4.8,33.0,5.0,8.0,21.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.63
39.9,5.0,39.9,10.0,12.0,10.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
15.86,5.0,7.93,2.0,6.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
15.93,5.0,15.93,1.0,2.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
30.33,5.0,21.23,4.0,7.0,7.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
30.0,5.0,7.8,10.0,15.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
13.99,4.9,7.98,12.0,20.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
47.0,5.0,32.9,3.0,4.0,6.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.63
32.5,5.0,19.5,1.0,3.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
8.35,4.8,4.17,13.0,67.0,34.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
1.0,5.0,1.0,23.0,111.0,26.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
53.0,5.0,53.0,2.0,2.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
22.0,5.0,22.0,2.0,3.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
18.31,4.7,10.98,21.0,45.0,7.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
4.0,5.0,4.0,3.0,4.0,11.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
4.82,5.0,4.82,9.0,20.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
45.8,5.0,22.9,5.0,8.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
49.0,5.0,49.0,2.0,3.0,1.0,watches,watch accessories,2020-11-23,local,kuala lumpur,5.0
9.5,4.7,4.9,22.0,54.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
258.0,4.7,258.0,7.0,10.0,17.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
15.12,5.0,15.12,2.0,6.0,11.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
7.9,4.9,7.9,33.0,91.0,12.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
12.0,4.7,12.0,48.0,102.0,66.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
55.35,5.0,47.6,2.0,2.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
55.0,5.0,55.0,1.0,1.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
20.76,5.0,7.26,1.0,2.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
229.5,5.0,84.92,1.0,1.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
55.0,5.0,33.0,5.0,9.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
7.09,5.0,3.16,2.0,4.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
5.0,4.3,5.0,3.0,8.0,2.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
17.0,4.8,17.0,13.0,22.0,8.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
22.34,4.6,14.08,7.0,11.0,8.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
11.99,4.9,4.99,50.0,109.0,18.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
108.08,5.0,105.68,2.0,5.0,8.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
44.3,5.0,23.92,10.0,13.0,9.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
40.0,4.8,22.0,9.0,9.0,9.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
24.0,3.0,12.0,2.0,7.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
40.0,5.0,40.0,3.0,7.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
29.0,4.3,29.0,6.0,16.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
30.41,4.6,18.24,28.0,51.0,13.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
100.0,4.5,100.0,2.0,2.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
50.99,5.0,50.99,1.0,1.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
45.0,5.0,45.0,16.0,18.0,30.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
69.99,4.9,42.0,17.0,30.0,39.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
34.99,5.0,34.99,1.0,2.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
200.0,5.0,44.0,2.0,3.0,3.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
7.72,4.2,7.72,5.0,7.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
27.8,4.5,27.8,6.0,9.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
23.23,5.0,14.41,3.0,4.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
69.0,4.7,69.0,7.0,10.0,4.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
16.0,4.6,5.9,10.0,16.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
56.9,4.8,56.9,67.0,121.0,195.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,2.2
28.0,4.9,28.0,12.0,21.0,6.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
12.29,5.0,5.82,20.0,59.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
7.49,4.7,4.49,3.0,4.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
66.33,4.8,39.79,30.0,63.0,33.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
17.99,5.0,12.6,10.0,15.0,7.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
235.0,5.0,235.0,1.0,1.0,8.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
13.59,5.0,7.48,1.0,1.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
29.0,5.0,14.73,18.0,47.0,9.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
24.0,4.8,24.0,12.0,24.0,19.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
89.0,5.0,89.0,1.0,2.0,6.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
9.78,4.8,1.88,42.0,196.0,22.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
14.29,4.7,9.0,13.0,41.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
9.0,5.0,9.0,8.0,14.0,3.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
19.0,5.0,7.99,2.0,2.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
76.0,2.5,76.0,2.0,2.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
20.0,5.0,14.0,7.0,31.0,12.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
9.9,5.0,9.9,5.0,6.0,1.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
24.99,4.9,11.9,19.0,32.0,6.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
6.0,4.5,5.94,4.0,5.0,14.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
50.0,5.0,27.5,1.0,3.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
7.62,5.0,4.57,8.0,9.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
30.0,4.9,20.4,13.0,24.0,60.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
10.45,5.0,4.7,7.0,13.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
28.01,5.0,28.01,1.0,3.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
55.0,5.0,50.6,1.0,2.0,4.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
37.18,5.0,22.31,8.0,25.0,17.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
95.0,4.8,85.5,4.0,8.0,12.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,1.1
95.99,5.0,95.99,5.0,6.0,7.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
890.0,5.0,49.0,1.0,5.0,104.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
8.2,5.0,3.28,2.0,4.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
19.62,5.0,11.57,2.0,4.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
43.99,4.6,43.99,8.0,18.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
4.14,4.6,4.14,5.0,20.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
23.98,4.8,23.98,11.0,17.0,21.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
115.0,5.0,115.0,17.0,22.0,20.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
31.73,4.8,19.03,5.0,25.0,28.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
61.66,4.7,61.66,3.0,3.0,9.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
55.0,5.0,55.0,2.0,5.0,9.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.875
5.5,5.0,5.5,2.0,9.0,18.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.63
29.3,4.8,13.8,8.0,10.0,4.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
20.0,5.0,20.0,18.0,43.0,6.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
24.0,5.0,24.0,11.0,21.0,19.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
50.0,5.0,34.0,3.0,5.0,12.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
25.98,5.0,25.98,11.0,24.0,18.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
10.26,4.5,7.0,4.0,7.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
32.9,5.0,32.9,9.0,12.0,12.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
130.44,5.0,115.74,1.0,3.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
15.38,5.0,8.31,7.0,7.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
25.0,4.3,25.0,12.0,17.0,15.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
35.0,4.8,26.25,11.0,29.0,28.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
10.98,5.0,6.03,2.0,3.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
75.0,5.0,75.0,1.0,1.0,2.0,watches,watch accessories,2020-11-23,local,kuala lumpur,2.5
14.0,5.0,8.26,17.0,35.0,20.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
80.0,4.9,50.0,9.0,11.0,18.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.505
17.99,4.9,16.01,46.0,79.0,44.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
4.7,5.0,1.67,1.0,9.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
41.96,4.5,29.37,4.0,11.0,7.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
17.99,4.3,17.99,4.0,12.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
59.0,5.0,59.0,1.0,2.0,23.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.505
4.77,4.3,3.68,6.0,12.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
27.0,5.0,16.3,2.0,2.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
38.0,5.0,38.0,1.0,2.0,3.0,watches,watch accessories,2020-11-23,local,kuala lumpur,5.0
120.0,5.0,120.0,1.0,2.0,16.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
80.0,5.0,39.0,10.0,16.0,19.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.505
15.99,5.0,9.59,2.0,4.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
29.0,5.0,29.0,1.0,2.0,4.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
60.99,5.0,23.99,3.0,6.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
208.0,3.0,208.0,1.0,1.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
32.28,4.8,32.28,19.0,27.0,36.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
70.0,4.5,70.0,31.0,58.0,94.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,8.8
70.0,5.0,70.0,2.0,3.0,4.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
23.8,4.7,9.52,85.0,163.0,74.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
15.18,5.0,10.62,6.0,13.0,4.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
12.38,5.0,12.38,1.0,3.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
18.0,5.0,18.0,5.0,9.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
15.69,5.0,9.41,5.0,14.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
17.0,3.0,11.9,1.0,2.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
2.0,5.0,2.0,1.0,10.0,1.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.63
39.0,5.0,39.0,2.0,4.0,8.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.505
25.0,5.0,25.0,7.0,13.0,13.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
16.99,5.0,16.99,12.0,20.0,9.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
302.45,4.9,302.45,33.0,68.0,43.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,28.6
12.9,5.0,12.9,2.0,4.0,2.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
65.0,5.0,65.0,4.0,4.0,4.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
25.57,4.3,17.89,6.0,8.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
30.0,4.4,18.5,5.0,18.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
15.0,5.0,15.0,4.0,9.0,13.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
17.26,5.0,8.63,5.0,11.0,9.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
4.01,4.2,2.85,6.0,42.0,6.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
4.39,5.0,2.1,1.0,2.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
51.0,4.9,51.0,9.0,11.0,8.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
36.0,4.8,36.0,6.0,10.0,25.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
8.5,4.8,8.5,57.0,128.0,49.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
32.8,4.7,32.8,15.0,30.0,8.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
14.21,5.0,9.94,3.0,4.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
4.45,4.7,4.45,15.0,42.0,13.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
5.0,4.9,5.0,18.0,36.0,29.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
24.96,5.0,24.96,1.0,3.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
9.99,4.1,9.99,7.0,18.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
15.84,5.0,7.92,1.0,2.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
114.0,5.0,79.8,1.0,2.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
48.0,5.0,48.0,22.0,30.0,34.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.63
18.99,5.0,8.99,5.0,8.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
11.6,5.0,11.6,3.0,11.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
8.9,5.0,8.9,15.0,30.0,4.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
32.6,5.0,32.6,1.0,1.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
13.6,5.0,12.37,4.0,8.0,8.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
15.0,5.0,15.0,1.0,2.0,15.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
40.0,4.0,40.0,23.0,31.0,60.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
2.3,5.0,1.93,3.0,122.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
21.17,5.0,14.39,4.0,8.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
13.0,4.9,13.0,124.0,209.0,60.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
5.04,4.6,3.42,16.0,39.0,27.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
19.0,5.0,19.0,2.0,8.0,3.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.74
20.0,5.0,20.0,31.0,61.0,11.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
9.0,5.0,5.7,8.0,19.0,3.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
13.24,4.2,7.55,5.0,9.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
5.0,5.0,5.0,5.0,8.0,8.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.63
17.2,5.0,17.2,3.0,6.0,3.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
17.04,5.0,10.22,8.0,11.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
9.9,4.4,9.9,7.0,8.0,11.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
8.0,5.0,8.0,9.0,31.0,2.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
60.0,5.0,60.0,1.0,1.0,1.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
5.9,5.0,5.9,9.0,14.0,3.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
25.7,4.8,13.5,5.0,8.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
37.27,5.0,37.27,2.0,3.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
9.6,4.8,6.43,14.0,59.0,11.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
29.0,5.0,29.0,1.0,2.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
85.0,5.0,85.0,4.0,6.0,7.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
9.41,5.0,9.41,22.0,38.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
10.53,4.9,4.93,12.0,25.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
5.0,4.5,5.0,6.0,7.0,4.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.505
24.2,4.6,13.31,9.0,26.0,4.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
18.2,5.0,11.83,3.0,16.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
238.0,5.0,238.0,2.0,2.0,16.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
138.0,5.0,138.0,1.0,6.0,12.0,watches,watch accessories,2020-11-23,local,kuala lumpur,7.1
143.0,5.0,143.0,7.0,17.0,8.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
35.21,3.0,19.02,1.0,2.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
45.0,5.0,45.0,2.0,2.0,6.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
22.75,5.0,13.65,2.0,5.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
105.0,5.0,105.0,22.0,32.0,35.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
23.74,5.0,23.74,3.0,5.0,5.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
129.9,5.0,129.9,3.0,5.0,15.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.8200000000000001
79.98,5.0,79.98,2.0,3.0,1.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
55.0,5.0,55.0,1.0,1.0,2.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
228.0,5.0,228.0,20.0,33.0,60.0,watches,watch accessories,2020-11-23,local,kuala lumpur,0.0
4.5,4.9,4.5,36.0,79.0,20.0,watches,watch accessories,2020-11-23,overseas,kuala lumpur,0.0
