price_ori,item_rating,price_actual,total_rating,total_sold,favorite,Type of product,Type of product_2,date_date,from,to,fees
30.0,4.8,30.0,22.0,42.0,141.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
19.9,4.9,6.9,703.0,1800.0,725.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
10.0,5.0,5.2,9.0,12.0,5.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
10.0,5.0,5.0,34.0,63.0,24.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
50.0,5.0,11.0,50.0,76.0,113.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
32.0,4.9,30.0,328.0,809.0,435.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
10.0,4.9,9.0,3900.0,11000.0,11000.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
49.9,4.9,18.9,17.0,23.0,24.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
21.63,5.0,13.1,4.0,17.0,13.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
29.9,4.8,29.9,42.0,74.0,143.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
59.9,5.0,26.9,103.0,128.0,212.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
19.41,5.0,14.01,2.0,2.0,44.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
24.47,5.0,10.9,3.0,7.0,3.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
12.98,5.0,10.8,1.0,1.0,2.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
16.59,4.6,12.08,27.0,57.0,67.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
49.9,4.9,19.9,21.0,33.0,79.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
39.9,4.9,21.9,491.0,863.0,448.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
29.0,4.9,29.0,106.0,584.0,149.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
20.3,4.8,20.3,4.0,13.0,10.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
59.9,4.8,25.9,44.0,91.0,61.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
38.0,4.9,16.5,439.0,872.0,381.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
42.0,5.0,5.0,59.0,114.0,14.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
38.0,4.9,16.99,133.0,246.0,137.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
39.9,4.5,39.9,4.0,7.0,32.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
79.0,4.9,19.5,1400.0,2600.0,2600.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.875
55.9,5.0,18.9,1.0,3.0,14.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
59.0,4.8,19.0,121.0,213.0,92.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
26.0,4.7,26.0,19.0,29.0,63.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
25.36,5.0,23.86,5.0,14.0,6.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
34.9,4.9,34.9,22.0,63.0,21.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
15.9,4.9,15.9,33.0,50.0,22.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
34.0,5.0,34.0,11.0,28.0,5.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
59.0,4.6,59.0,332.0,645.0,559.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
59.0,4.9,59.0,391.0,825.0,385.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
50.0,5.0,10.5,22.0,41.0,81.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
49.9,5.0,19.0,54.0,98.0,159.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
12.9,4.9,6.9,41.0,113.0,48.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
38.0,5.0,10.5,8.0,9.0,27.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
42.0,4.8,10.5,13.0,21.0,30.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
19.71,4.5,17.61,29.0,105.0,181.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
39.9,5.0,39.9,10.0,15.0,6.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
38.0,5.0,11.0,21.0,39.0,31.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
13.41,4.6,10.56,195.0,630.0,630.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
18.15,5.0,13.47,1.0,3.0,3.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
25.03,5.0,25.03,1.0,3.0,33.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
34.0,4.9,34.0,92.0,183.0,140.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
59.0,4.9,14.9,68.0,136.0,101.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
19.9,5.0,7.9,71.0,167.0,52.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
39.9,4.9,18.9,162.0,360.0,88.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
69.9,4.9,28.9,12.0,21.0,66.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
20.49,4.9,20.19,16.0,44.0,74.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
10.26,5.0,10.26,5.0,26.0,9.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
59.0,4.9,15.0,554.0,1100.0,868.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
59.0,4.9,19.0,64.0,104.0,44.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
22.9,4.8,12.9,238.0,628.0,193.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
19.9,4.9,6.9,903.0,2500.0,673.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
26.53,5.0,24.58,2.0,8.0,13.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
16.29,4.6,16.29,40.0,102.0,214.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
20.0,4.8,5.2,32.0,62.0,45.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
24.65,4.6,24.65,44.0,107.0,303.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
14.13,3.7,14.13,20.0,55.0,535.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
13.05,5.0,13.05,3.0,3.0,10.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
15.63,5.0,14.08,7.0,14.0,36.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
25.0,4.9,8.8,769.0,1800.0,412.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
39.9,5.0,15.0,20.0,33.0,15.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
49.9,5.0,23.9,1.0,3.0,24.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
13.75,5.0,10.67,1.0,1.0,4.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
40.0,5.0,26.0,373.0,621.0,973.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
10.0,5.0,10.0,10.0,20.0,7.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
13.89,5.0,10.57,1.0,1.0,8.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
30.0,5.0,5.4,8.0,10.0,12.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
30.0,5.0,16.0,19.0,49.0,13.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
14.16,5.0,14.16,2.0,3.0,3.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
39.9,4.0,16.0,4.0,6.0,31.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
18.99,4.2,18.99,5.0,12.0,79.0,muslim fashion,muslimah bottoms,2020-11-24,overseas,kuala lumpur,0.0
59.9,4.9,21.9,26.0,41.0,66.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
25.0,4.7,25.0,7.0,9.0,26.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
25.0,4.8,25.0,175.0,317.0,179.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
39.9,4.8,16.9,90.0,145.0,116.0,muslim fashion,muslimah bottoms,2020-11-24,local,kuala lumpur,0.0
79.0,4.9,49.0,657.0,1400.0,1400.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
139.0,5.0,139.0,22.0,42.0,161.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,2.2
490.38,4.7,490.38,14.0,23.0,50.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
11.0,4.9,4.3,7700.0,22300.0,22300.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
49.8,4.9,36.8,611.0,1200.0,1200.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
8.0,4.9,4.99,18.0,39.0,15.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
69.9,4.7,29.9,235.0,488.0,582.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
59.9,4.8,19.9,303.0,573.0,573.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
50.0,5.0,50.0,20.0,49.0,19.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
326.0,4.0,163.0,1.0,12.0,91.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,2.2
5.14,4.8,5.14,232.0,8000.0,828.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
27.0,5.0,18.59,40.0,144.0,99.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
85.0,4.9,79.9,50.0,98.0,213.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
96.0,5.0,48.96,11.0,19.0,44.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
20.0,4.7,9.9,209.0,441.0,401.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
10.5,5.0,5.3,865.0,2900.0,2900.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
79.0,4.9,29.0,470.0,1000.0,1000.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
400.0,5.0,235.0,2.0,13.0,9.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
28.0,4.8,28.0,55.0,99.0,396.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
28.0,4.9,19.99,71.0,107.0,251.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
39.9,4.9,13.67,137.0,337.0,181.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
19.9,5.0,12.9,42.0,61.0,409.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
39.71,4.8,19.1,78.0,173.0,206.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
9.5,4.6,8.99,555.0,1200.0,768.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
20.0,4.7,12.99,1200.0,3300.0,938.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
22.9,4.7,8.9,175.0,568.0,176.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
7.0,4.8,6.0,55.0,174.0,119.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
8.88,5.0,6.21,6.0,26.0,10.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
25.0,4.6,9.9,28.0,44.0,92.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.685
90.86,5.0,54.65,5.0,5.0,58.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
30.0,4.7,20.9,59.0,102.0,114.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
72.9,4.9,35.9,78.0,115.0,244.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
89.0,5.0,40.05,23.0,59.0,140.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
9.0,4.8,9.0,154.0,382.0,175.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
35.9,5.0,19.74,7.0,13.0,41.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
41.98,4.9,15.95,77.0,135.0,106.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
35.99,5.0,35.99,22.0,50.0,57.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
40.0,4.9,36.0,162.0,252.0,243.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
18.5,5.0,18.5,210.0,419.0,351.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
67.76,4.8,67.76,17.0,38.0,924.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,2.2
25.0,4.9,16.8,131.0,205.0,186.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
13.2,4.9,7.99,223.0,472.0,372.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
38.28,4.9,26.49,78.0,126.0,172.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
500.0,5.0,500.0,6.0,27.0,19.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
69.0,4.9,34.5,160.0,244.0,316.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
20.0,5.0,9.9,104.0,195.0,226.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
105.0,5.0,89.0,10.0,32.0,110.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
60.0,5.0,29.0,9.0,21.0,60.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
75.0,4.9,36.0,85.0,145.0,283.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
39.9,4.7,10.8,165.0,286.0,117.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
79.0,4.9,36.9,55.0,94.0,615.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
150.0,5.0,150.0,26.0,131.0,77.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
70.0,4.9,70.0,49.0,95.0,447.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,2.2
9.0,4.8,9.0,484.0,1200.0,432.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
22.4,4.7,13.78,314.0,624.0,387.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
47.9,4.9,17.8,30.0,80.0,62.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
63.37,5.0,57.04,19.0,29.0,138.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
39.9,4.5,8.9,254.0,599.0,583.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
500.0,4.9,500.0,114.0,249.0,450.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
105.0,4.9,94.5,72.0,216.0,244.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
6.52,4.8,6.52,10.0,146.0,62.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
109.0,4.9,41.42,40.0,67.0,78.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
18.0,5.0,9.78,53.0,87.0,97.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
68.0,4.8,68.0,68.0,130.0,122.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
500.0,5.0,170.0,45.0,116.0,87.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
49.0,5.0,33.6,37.0,68.0,252.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
13.99,4.7,7.99,37.0,87.0,55.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
24.8,4.9,16.9,54.0,137.0,173.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
69.0,4.9,45.0,113.0,181.0,365.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
39.0,4.8,13.5,40.0,71.0,74.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
76.9,4.9,37.9,20.0,42.0,110.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
85.99,4.9,48.99,34.0,67.0,57.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
39.9,4.7,17.9,262.0,478.0,467.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
35.0,4.9,32.5,57.0,98.0,53.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
110.0,4.8,35.0,1000.0,1900.0,1900.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
136.0,4.8,61.2,16.0,37.0,139.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
16.9,4.8,3.38,75.0,259.0,48.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
9.5,4.9,9.5,312.0,760.0,480.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
66.0,5.0,66.0,184.0,396.0,937.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
96.0,4.9,28.8,257.0,495.0,558.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
68.0,4.9,35.0,225.0,397.0,561.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
94.0,4.8,94.0,289.0,566.0,620.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
32.0,4.9,27.99,735.0,1700.0,960.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
500.0,5.0,170.0,2.0,14.0,9.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
31.0,4.9,23.25,14.0,29.0,139.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
10.0,4.9,5.0,159.0,382.0,333.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
66.9,4.9,29.9,31.0,62.0,88.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
89.0,5.0,53.0,12.0,82.0,25.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
39.9,4.9,29.9,11.0,18.0,32.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
70.9,5.0,34.9,12.0,22.0,62.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
68.0,5.0,68.0,26.0,34.0,99.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
75.0,5.0,75.0,24.0,45.0,40.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
31.0,4.7,30.0,97.0,235.0,441.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
20.17,4.9,20.17,66.0,215.0,272.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
39.7,4.9,19.85,27.0,52.0,113.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
10.9,4.7,6.8,135.0,355.0,212.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
62.0,4.9,31.0,36.0,62.0,975.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
12.0,4.8,9.9,2300.0,5300.0,5300.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
23.0,4.8,23.0,128.0,245.0,148.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
50.0,4.9,23.2,198.0,337.0,424.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
145.0,4.8,103.0,139.0,240.0,823.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
37.0,4.9,26.5,281.0,595.0,409.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
179.0,4.6,89.0,5.0,11.0,29.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,2.2
40.0,4.8,25.0,413.0,951.0,951.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
90.0,5.0,90.0,13.0,75.0,12.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
64.0,4.8,59.52,224.0,404.0,639.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,2.2
29.58,5.0,25.41,32.0,52.0,352.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
79.99,4.8,39.99,29.0,58.0,411.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
29.9,4.5,5.7,41.0,83.0,41.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
89.8,5.0,53.88,44.0,72.0,67.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
59.9,4.9,28.4,141.0,241.0,406.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
15.9,4.9,9.0,56.0,112.0,169.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
39.9,5.0,15.96,5.0,8.0,32.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
95.0,4.8,39.9,101.0,170.0,307.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
35.0,4.7,9.4,89.0,155.0,102.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
99.9,4.9,45.0,43.0,75.0,188.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
63.0,4.6,63.0,111.0,199.0,515.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
109.9,4.9,33.0,181.0,313.0,267.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
99.0,5.0,47.52,2.0,4.0,7.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,2.2
59.9,4.8,19.9,285.0,454.0,309.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
859.0,4.9,859.0,16.0,22.0,60.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.875
500.0,5.0,186.0,108.0,227.0,361.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
500.0,5.0,500.0,54.0,115.0,125.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
9.0,4.9,7.9,545.0,2200.0,2200.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
99.98,4.8,49.98,42.0,74.0,117.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
360.0,5.0,180.0,3.0,15.0,67.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,2.2
9.0,4.9,6.5,132.0,533.0,124.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
69.9,4.8,67.9,288.0,449.0,583.0,women's bags,handbags,2020-11-24,local,kuala lumpur,8.315
9.0,4.9,8.39,756.0,1700.0,596.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
5.4,5.0,3.2,735.0,4900.0,552.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
109.0,4.9,59.0,103.0,145.0,393.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
89.9,5.0,45.0,26.0,45.0,54.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
17.0,4.9,9.86,228.0,646.0,511.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
29.0,5.0,11.99,35.0,61.0,29.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
25.0,4.8,14.98,224.0,550.0,276.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
51.9,4.9,51.9,271.0,449.0,627.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
88.0,4.6,9.9,206.0,388.0,212.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
3.2,4.9,3.2,19.0,55.0,14.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
33.99,4.8,19.99,69.0,119.0,119.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
22.0,4.7,13.2,150.0,289.0,490.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
11.59,4.9,11.59,89.0,187.0,583.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
19.99,4.2,15.99,5.0,18.0,12.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
80.0,4.7,52.0,54.0,104.0,367.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
16.98,5.0,8.49,26.0,45.0,192.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
10.0,4.9,10.0,383.0,838.0,838.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
128.0,4.7,78.0,9.0,16.0,114.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
49.0,4.8,26.9,1100.0,2500.0,2500.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
36.99,4.8,36.99,18.0,28.0,53.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
12.15,4.8,12.15,101.0,242.0,440.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
42.0,5.0,39.0,122.0,218.0,234.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
20.0,5.0,12.78,24.0,57.0,40.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
169.9,4.7,41.7,70.0,108.0,169.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
18.9,4.5,13.58,57.0,188.0,148.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
52.9,4.8,52.9,294.0,502.0,976.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
79.2,4.9,39.6,25.0,41.0,259.0,women's bags,handbags,2020-11-24,local,kuala lumpur,6.0
39.0,4.7,39.0,24.0,36.0,105.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
15.73,5.0,13.69,17.0,45.0,25.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
35.0,4.8,20.0,55.0,142.0,248.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.505
25.0,4.8,19.97,1000.0,1900.0,1900.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
13.33,4.8,13.33,37.0,70.0,164.0,women's bags,handbags,2020-11-24,overseas,kuala lumpur,0.0
50.0,5.0,50.0,58.0,116.0,147.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.8200000000000001
79.0,4.9,32.2,453.0,829.0,820.0,women's bags,handbags,2020-11-24,local,kuala lumpur,0.0
